MarketName,Street,City,County,State,Zipcode,Longitude,Latitude
Sweetwater Local Foods Market,"560 Seminole Rd Norton Shores, MI 49444",City of Norton Shores,Muskegon,Michigan,49444,-86.250717,43.188454
Sweetwater Sunday Market,6942 W. Comanche Avenue,Tampa,Hillsborough,Florida,33774,-82.561076,27.999489
Switzerland County Farmers Market,Courthouse Square on Main,Vevay,Switzerland,Indiana,47043,-84.8522,39.0906
SWOOM,"779 Atwood Street, SW",Atlanta,Fulton,Georgia,30310,-84.4296899,33.734143
Sycamore Mall Farmers Market,Highway 6 & Sycamore Street,Iowa City,Johnson,Iowa,52240,-92.4618,42.6436
Sycamore Spring Farm Market,6003 Elmer Derr Road,Frederick,Frederick,Maryland,21703,-77.459718,39.3753414
Sylacauga Farmers Market,"423 North Norton Ave, Blue Bell Park",Sylacauga,Talladega,Alabama,35150,-86.251829,33.173631
Sylvan Beach Farmers Market,foot of bridge,Sylvan Beach,Oneida,New York,13157,-75.728618,43.196887
Syracuse Artisan and Farmer Market,,Syracuse,Kosciusko,Indiana,46567,-85.750201,41.424145
Syracuse Eastside Neighborhood Farmers Market,"Westcott Community Center, 826 Euclid Avenue",Syracuse,Onondaga,New York,13210,-76.1193,43.0365
Syracuse Farmers Market,1891 West 1700 South,Syracuse,Davis,Utah,84660,-112.063,41.0892
Tacoma Farmers Markets,6th & Pine Street,Tacoma,Pierce,Washington,98406,-122.103,47.0233
Tacoma Farmers Markets,South 56th Street & Washington Street,Tacoma,Pierce,Washington,98409,-122.485,47.2061
Tacoma Farmers Markets,Broadway between 9th & 11th Streets,Tacoma,Pierce,Washington,98402,-122.441,47.2547
Tacoma Farmers Markets,The STAR Center at S. 66th and Adams,Tacoma,Pierce,Washington,,-122.488751,47.198639
Tahlequah Farmers' Market,Norris Park @ Muskogee Ave between Morgan & Spring Streets.,Tahlequah,Cherokee,Oklahoma,74464,-94.969011,35.916682
Tahoe City Kings Beach CFM,Kings Beach,Tahoe City,Placer,California,,-120.022,39.2358
Tahoe City Thursday CFM,Common's Beach,Tahoe City,Placer,California,96145,-120.156,39.1741
TAKE 2,BUSS HWY 151,PLATTEVILLE,Grant,Wisconsin,,-90.4469,42.7333
Takoma Park Farmers Market,Laurel Avenue,Takoma Park,Montgomery,Maryland,20912,-77.0124576,38.9742156
Talent Evening Market,110 E Main St,Talent,Jackson,Oregon,97540,-122.78934,42.243928
Talihina Farmers' Market,400 2nd Street,Talihina,Le Flore,Oklahoma,74571,-95.0456985,34.7531205
Talladega Square FM,on the square,Talladega,Talladega County,Alabama,,-85.7761,33.3077
Tallahassee Farmers Market,1415 Timberlane Road (1/4 mile North of I-10),Tallahassee,Leon,Florida,,-84.2543,30.5047
Tallassee Farmers' Market,3 Freeman Avenue,Tallassee,Tallapoosa,Alabama,36078,-85.8846,32.5332
Tallulah Farmers Market,404 North Cedar St. (Hwy. 65 North),Tallulah,Madison Parish,Louisiana,,-91.1854,32.577
Tamarack Junction Reno Farmers Market,13101 S. Virginia,Reno,Washoe,Nevada,89511,-119.754968,39.415342
Tampa Bay Farmers Market,623 S. Macdill Ave.,Tampa,Hillsborough,Florida,33609,-82.4935,27.9377
Tampa Downtown Market,601 Franklin Street,Tampa,Hillsborough,Florida,33602,-82.4586,27.9492
Tampa Wholesale Produce Market,2801 East Hill,Tampa,Hillsborough,Florida,33610,-82.4526,27.9487
Tamworth Famers' Market- Winter Market,81 Tamworth Road (Route 113) Kenneth A. Brett School,Tamworth,,New Hampshire,3886,-71.2629,43.8592
Tamworth Farmers' Market,30 Tamworth Road,Tamworth,Carroll,New Hampshire,3886,-71.263075,43.859287
Tanana Valley Farmers Market,2600 College Road,Fairbanks,Fairbanks North Star,Alaska,99709,-147.7811,64.86275
Taneytown Farmers' Market,"Rt. 140, Memorial Park",Taneytown,Carroll,Maryland,21787,-77.1744,39.6579
Taos Farmers' Market,400 Camino del Placitas,Taos,Taos,New Mexico,,-105.574719,36.41087
Tappahannock Farmers Market,PO Box 1011,Tappahannock,Essex,Virginia,22560,-76.860289,37.928359
Taqwa Community Farmstand,"90 W. 164th St at Ogden Ave, in the garden",Bronx,Bronx,New York,10452,-73.9291,40.8327
Tarana Farmers Market,19130 Ventura Blvd.,Tarzana,Los Angeles,California,91356,-118.549,34.1726
Tarboro-Edgecombe Farmers Market,507 Albemarle Avenue,Tarboro,Edgecombe,North Carolina,27886,-77.5375,35.8975
Target Range Farmers Market,4095 South Ave. W,Missoula,Missoula,Montana,59804,-114.081,46.8487
Tarkio Farmers' Market,4th and Main Streets,Tarkio,Atchison,Missouri,64491,-95.379589,40.440516
Tarpon Sunday Market,160 East Tarpon Avenue,Tarpon Springs,Pinellas,Florida,34689,-82.7548,28.1461
Tarrytown Farmers Market,Patriot's Park on Rte 9,Tarrytown,Westchester,New York,10591,-73.85874,41.08148
Taste of Tucker Farmers Market,Mill Race Park,Parsons,Tucker,West Virginia,26287,-79.680896,39.096495
Taste of Tucker Farmers Market,Old Hypnocoffee Location,Davis,Tucker,West Virginia,26260,-79.4647739,39.1287189
Tate County Farmers Market,451 Norfleet Drive,Senatobia,Tate,Mississippi,38668,-89.954467,34.627593
Taunton Farmers Market,"Spring Street, Parking lot behind City Hall",Taunton,,Massachusetts,2780,-71.0899,41.8995
Taylor Area Farmers Market Association,5th Street and Main Street,Taylor,Williamson,Texas,76574,-97.4098,30.5715
Taylor County Farmers Market,B&O Railroad Depot (museum) parking lot,Grafton,Taylor,West Virginia,26354,-80.0191,39.3407
Taylor Farmers' Market,1 Town Square Lane,Taylor,Lafayette,Mississippi,38673,-89.5884,34.2726
Taylor Town Square Farmers Market,Town Square,Taylor,Jackson County,Wisconsin,,-91.1223,44.3242
Taylorsville Farmers Market Inc.,95 Main Street,Taylorsville,Spencer,Kentucky,40071,-85.3462,38.0307
Taylorsville Farmers Market Inc.,"Hwy 155, in front of BP Station",Elk Creek,Spencer,Kentucky,40071,-85.3672,38.0989
Taylorville Main Street - Farmer's Market,"Downtown Taylorville, East side of Square",Taylorville,Christian,Illinois,62568,-89.295266,39.548447
Tazewell Farmers Market,106 Gratton Rd,Tazewell,Tazewell,Virginia,24651,-81.48488,37.12467
TCC North Tulsa Farmers Market,"TCC Northeast Campus 3727 East Apache,",Tulsa,Tulsa County,Oklahoma,,-95.9366,36.1934
TD Saturday Market,S. Main St,Greenville,Greenville,South Carolina,29601,-82.39973,34.84917
Teche Area Farmers Market,Historic Main Street in downtown New Iberia (Bouligny Plaza),New Iberia,Iberia,Louisiana,70560,-91.818349,30.006623
Tecumseh Farmers Market,805 E Maumee St.,Tecumseh,,Michigan,49286,-83.9398,41.9937
Tecumseh's Thursday Evening Market,Corner of Evans St. & Chicago Blvd,Tecumseh,Lenawee,Michigan,49286,-83.9451,42.004
Tehachapi CFM,Green and S. Robinson Street,Tehachapi,Kern,California,93561,-118.447,35.131
Tell City Farmers Market I,Twilight Towers,Tell City,Perry,Indiana,,-86.767077,37.965093
Telluride Farmers' Market,South Oak St,Telluride,San Miguel,Colorado,81435,-107.813086,37.936843
Temescal Farmers' Market,5300 Claremont Avenue,Oakland,Alameda,California,94618,-122.2603683,37.8394875
Temple City CFM,9701 Las Tunas Dr.,Temple City,Los Angeles,California,91780,-118.057863,34.10769
Temple Farmers Market,Route 45,Temple,Hillsborough,New Hampshire,3084,-71.8455,42.8098
Templeton CFM,6th St. & Crocker,Templeton,San Luis Obispo,California,93446,-120.707,35.5491
Templeton Farmers Market,6th & Crocker Streets,Templeton,,Calafornia,93465,-120.707,35.5488
Tenino Farmers Market,301 Old Highway 99 North,Tenino,Thurston,Washington,98589,-122.849146,46.861889
Tenley Town Farmers Market @ Whole Foods Market,"4530 40th Street, NW",Washington,District of Columbia,District of Columbia,20016,-77.0792,38.9489
Tenth Street Community Farmers' Market,"Moore Pavilion corner of 10th & Poplar, downtown Lamar MO",Lamar,Barton,Missouri,64759,-94.2746,37.4956
Terra Alta Farmers Market,Terra Alta Community Park,Terr Alta,,West Virginia,26764,-80.5429,37.8696
Teton Valley Farmers Market,60 So. Main St.,Driggs,Teton,Idaho,83422,-111.1110771,43.7232239
"Texarkana, Texas Farmers' Market",305 Texas Boulevard,Texarkana,Bowie,Texas,75501,-94.045817,33.421527
Texas Township Farmers' Market,7110 West Q Avenue,Kalamazoo,Kalamazoo,Michigan,49009,-85.687999,42.201092
The All Natural & Organic Edibles,19833 Morris Rd,Harlingen,Cameron,Texas,78552,-97.70472,26.154745
The Allendale Farmers Market,West Allendale Ave.,Allendale borough,Bergen,New Jersey,7401,-74.130855,41.031083
The Bad Seed Farmers Market - Winter Market,1909 McGee,Kansas City,Jackson,Missouri,64108,-94.580238,39.089938
The Bala Cynwyd Farmers Market,Belmont Ave & St Asaphs Rd,Bala Cynwyd,Montgomery,Pennsylvania,19004,-75.221586,40.005511
The Bernice Garden Farmers' Market,1401 Main St.,Little Rock,Pulaski,Arkansas,72202,-92.272565,34.7350179
The Bet on the Farm Farmers Market,333 south valley view blvd,Las Vegas,Clark,Nevada,89107,-115.191801,36.170092
The BLVD Farmers' Market,706 W. Lancaster Blvd.,Lancaster,Los Angeles,California,93534,-118.1422385,34.6977582
The Boise Farmers Market,1080 W. Front Street,Boise,Ada,Idaho,83701,-116.207858,43.615943
The Boise Farmers Market,10th & Grove St.,Boise,Ada,Idaho,83701,-116.207559,43.615684
The Boyertown Farmers Market,100 S. Walnut Street,Boyertown,Berks,Pennsylvania,19512,-75.6399,40.33222
The Brandermill Green Market,3001 E. Boundry Terrace,Midlothian,,Virginia,23112,-77.6469,37.4492
The Broadway Market,999 Broadway St.,Buffalo,Erie,New York,14212,-78.8373,42.8933
The Carolina Apartments-Seeds of Hope,"3201 Meadowlard Dr., , SC",Columbia,Richland,South Carolina,29201,-80.999,34.037
The Carrousel District Farmers' Market,West 4th Street & North Main Street,Mansfield,Richland,Ohio,44902,-82.51588,40.76101
The Carytown Farmers Market,3201 West Cary Street,Richmond,Richmond City,Virginia,23221,-77.482787,37.55355
The Central Ozarks Farmers & Artisans Market,100 N. Main St.,Harrison,Boone,Arkansas,72601,-93.108401,36.230012
The Children's Center Farmers Market,6800 Northwest 39th Expressway,Bethany,Oklahoma,Oklahoma,73008,-97.6325,35.5121
The Clarksville Downtown Market,One Public Square,Clarksville,Montgomery,Tennessee,37040,-87.3612089,36.5271889
The Coit Road Farmers Market,15000 Woodworth Rd,East Cleveland,Cuyahoga,Ohio,44110,-81.578199,41.545129
The Commons at Washington Park Farmers Marekt,Washinton & James St.,Newark,Essex,New Jersey,,-74.1708,40.7435
The Convivium,State Rd 1,Leo,Allen,Indiana,46765,-85.007583,41.229217
The Cornerstone Market,1095 Allen Road,Greenville,Pitt,North Carolina,27834,-77.4243,35.5589
The Cumming Harvest,"106 Colony Park Drive, Suite 100",Cumming,Forsyth,Georgia,30040,-84.134755,34.192134
The Dalles Farmers' Market,Union Street,The Dalles,Wasco,Oregon,97058,-121.18687,45.599867
The Davidson Farmers Market,Main Street,Davidson,Mecklenburg,North Carolina,28036,-80.849455,35.498685
The Decatur Farmers Market,Bullard Road,Decatur,DeKalb,Georgia,30030,-84.2953,33.7769
The Decatur Farmers Market,,Decatur,DeKalb,Georgia,30030,-84.2969,33.7728
The Dirty Farmers Community Market,794 Hwy 65 B,Clinton,,Arkansas,72031,-92.4595,35.6163
The Dixie Farmers Market,116 Commonwealth Avenue,Erlanger,Kenton,Kentucky,41018,-84.6013,39.0184
The Dorset Farmers Market,Rt. 30,Dorset,Bennington,Vermont,5251,-73.0921,43.2472
The Dorset Farmers Market,Rt. 30,Dorset,Bennington,Vermont,5251,-73.0784,43.2318
The Downtown Farmers' Market - Greencastle,Downtown Square,Greencastle,Putnam,Indiana,46135,-86.864562,39.644726
The Downtown Mansfield Farmers Market,N. Park St,Mansfield,Richland,Ohio,44902,-82.515486,40.759071
The Downtown Market,204 East Georgetown Street,Crystal Springs,Copiah,Mississippi,39059,-90.3562,31.9871
The Evening Farmers Market,"Pecan Park, Center and Water Streets",Statesville,Iredell,North Carolina,28677,-80.88905,35.78607
THE FARM,7222 W. Grand Teton Drive,Las Vegas,Clark,Nevada,89131,-115.251405,36.305334
The Farmer's Market of Keene,,Keene,Cheshire,New Hampshire,3431,-72.3416,42.931
The Farmers Market @ St. Stephen's,6000 Grove Avenue,Richmond,Richmond City,Virginia,23226,-77.5221,37.5733
"The Farmers Market Association of Taylor County, Inc","Highway 210, Animal Shelter Road, Campbellsville",Campbellsville,Taylor,Kentucky,42718,-85.377,37.3513
The Farmers Market at Attleboro Farms,"491 Hickory Rd., Rt. 120",North Attleboro,Bristol,Massachusetts,2760,-71.37045556,41.96785
The Farmers Market at Clear Lake Shores,1020 Marina Bay Drive,Clear Lake Shores,Galveston,Texas,77565,-95.03278,29.54096
The Farmers Market at East Tennessee State University,807 University Parkway,Johnson City,Washington,Tennessee,37614,-82.367165,36.302551
The Farmers Market at Elverson,Rt. 82 Chestnut Street,Elverson,Chester,Pennsylvania,19520,-75.8354802,40.1533298
The Farmers Market at Hohenwald,Lewis County Courthouse Square,Hohenwald,Lewis,Tennessee,38462,-87.5519,35.5496
The Farmers Market at Maryland,1132 Cole Student Activities Bldg,College Park,Prince George's,Maryland,20742,-76.9464,38.9874
The Farmers Market at Oakcrest Cove - Wednesday,34 Quaker Meeting House Rd,Sandwich,Barnstable,Massachusetts,2563,-70.491574,41.697457
The Farmers Market at the Great Park,The Great Park,Irvine,Orange,California,92618,-117.7490656,33.665242
The Farmers Market at the shoppes at La Posada,665 South Park Centre Ave.,Green Valley,,Arizona,85614,,
The Farmers Market of Olympia,700 Capital Way North,Olympia,Thurston,Washington,98501,-122.902413,47.050554
The Farmers' Market at Sea Colony,Route 1 and West Way,Bethany Beach,Sussex,Delaware,19930,-75.0563605,38.5269216
The Feed Barn Farmers Market,9257 Cincinnati Dayton Rd.,West Chester,Butler,Ohio,45069,-84.4111,39.3212
The Fresh Market Burlingame (2),Capuchino Avenue at Broadway,Burlingame,San Mateo County,California,,-122.365,37.5852
The Fresh Vegetable Market,810 FM 168,OLTON,Lamb,Texas,79064,-102.133327,34.207401
The Ga Farmers Market at The Village at Harmony Crossing,Harmony Crossing,Eatonton,Putnam,Georgia,31024,-83.268173,33.423574
The Garden Barn Farmers Market,South Shady Street,Mountain City,Johnson,Tennessee,37683,-81.7984,36.4522
The Garden Market at the Courthouse Park,1800 Tulare Street,Fresno,Fresno,California,93721,-119.7916513,36.7321196
The Garden Patch,8592 Hwy 1,Mansura,Avoyelles,Louisiana,71350,-92.0441339,31.0651622
The Gardeners Market,North side of Courthouse Square on 10th Street,Emmetsburg,Palo Alto,Iowa,50536,-94.6787,43.111
The Great Sidney Farmers Market,101 S. Ohio Avenue - Floor 2,Sidney,Shelby,Ohio,45365,-84.1568,40.2854
The Green Market at Allegiance Health,1201 East Michigan Avenue,Jackson,Jackson,Michigan,49201,-84.38926,42.24996
The Green Market of Jackson,Corner of State St. and Michigan Ave,Jackson,Jackson,Michigan,49201,-84.3958,42.2497
The Green Market on Market St.,Jameson Lot: Market St.,New Wilmington,Lawrence,Pennsylvania,16142,-80.3324,41.1184
The Green Marketplace,,Cocoa,Brevard,Florida,32926,-80.758167,28.42951
THE GREENE STREET MARKET AT NATIVITY,208 EUSTIS AVE. & GREENE STREET,HUNTSVILLE,Madison,Alabama,35801,-86.583226,34.73064
The Greensboro Farmers Market,Intersection of HWY 14 & 61,Greensboro,Hale,Alabama,36744,-87.579575,32.699164
The Grenada Farmers' Market,Grenada Square Shopping Center on Sunset Drive,Grenada,Grenada,Mississippi,38901,-89.821987,33.774135
The GROVE Farmer's Market,"1879 Glenwood Ave, SE",Atlanta,DeKalb,Georgia,30016,-84.325641,33.738869
The Grove South Reno Farmers Market,95 Foothill Road,Reno,Washoe,Nevada,,-119.77046,39.438977
The Harvard Farmers' Market,27 Mass Ave @ Hildreth Elementary School,Harvard,Worcester,Massachusetts,1451,-71.582644,42.497226
The Heights Community Farmers' Market,University Avenue & West 181st Street,Bronx,Bronx,New York,10453,-73.909578,40.856993
The Herb Chalet,409 Amelia Avenue,Lexington,Lafayette,Missouri,64067,-93.876145,39.180452
The Herbal Path Community Marketplace,835 Central Avenue,Dover,,New Hampshire,,-71.5778,43.6852
The Heritage Harvest Certified Farmers Market,10570 Foothill Boulevard CA,Rancho Cucamonga,San Bernardino,California,91730,-117.569965,34.107185
The Heritage Harvest Certified Farmers Market,12505 N Main St 91739,Rancho Cucamonga,San Bernardino,California,91739,-117.532318,34.110872
The Heritage Harvest Certified Farmers Market,621 West Poplar Street,Compton,Los Angeles,California,90220,-118.2344789,33.9000094
The Highland Farmers Market,94 North Main Street,Highland,Erie,New York,14080,-78.5425,42.6419
The Historic Langdale Mill Farmers Market,6000 20th Avenue (Hwy 29),Valley,Chambers,Alabama,36854,-85.16991,32.80821
The Historic McKinney Farmers Market at Adriatica,6851 Virginia Pkway,McKinney,Collin,Texas,75070,-96.7078049,33.198278
The Historic Roanoke City Market,213 Market Street,Roanoke,Roanoke,Virginia,24011,-79.9391,37.2717
The Jacksonville Landing Farmers Market,2 West Independent Drive,Jacksonville,Duval,Florida,32259,-81.6596,30.325
The La Porte Farmers Market,"Lincolnway and Monroe Street, Downtown LaPorte",LaPorte,LaPorte,Indiana,46350,-86.710625,41.611079
The Land of Goshen Community Market,"Downtown Edwardsville, on St. Louis Street",Edwardsville,Madison,Illinois,62025,-89.9574,38.8123
The Lexington Farmers' Market,398 Southland Drive,Lexington,Fayette,Kentucky,40503,-84.526223,38.017474
The Lexington Farmers' Market,201 W Main St.,"Lexington, KY",Fayette,Kentucky,40507,-84.498121,38.047972
The Lexington Farmers' Market,398 South Broadway,Lexington,Fayette,Kentucky,40508,-84.504132,38.046123
The Little Barn Bulk Foods Market,17937 State Route 3,Watertown,Jefferson,New York,13601,-75.97402,43.971766
The Local Farmers Market of Cairo,203 W Hwy 2,Cairo,Hall,Nebraska,68824,-98.6045866,41.0012149
The Loris Farrmers Market,"Main street, adjacent to railroad tracks",Loris,Horry,South Carolina,29569,-79.0468,33.8343
The Main Event and Farmers' Market,Historic Arkansas Riverwalk,Pueblo,Pueblo,Colorado,,-104.61,38.268
The Mall at Greece Ridge Farmers Market,"Ridge Road West & Long Pond Rd, Sears Lot",Greece,Monroe,New York,,-77.6959,43.21
The Mall at Shelter Cove,THighway 278 & 24 Shelter Cove Land,Hilton Head,Beaufort,South Carolina,29928,-80.7197,32.1861
The Manchester Farmers Market,"Adams' Park, RT. 7A",Manchester Center,Bennington,Vermont,5255,-73.05288,43.1775
The Market (sponsored by the Twin Lakes Area Chamber and Business Association),E Main St and Lake Ave,Twin Lakes,Kenosha,Wisconsin,53181,-88.2486267,42.5321874
The Market @ Artisans Cove,220 Old Highway 431S,Huntsville,,Alabama,35763,-86.478,34.6599
The Market @ Saint Monica's,699 South Highway 95-A,Cantonment,Escambia,Florida,32533,-87.309144,30.594183
The Market at 6000 Goodlette,6000 Goodlette Road,Naples,Collier,Florida,,-81.7917,26.2147
The Market at Bel Mar,Alaska Drive & Teller Street,Lakewood,Jefferson,Colorado,,-105.078,39.7092
The Market at Belmar,S. Wadsworth St. & W. Alameda St.,Lakewood,,Colorado,,-105.082,39.711
The Market at Bissel Gardens,E. 241st St. & Baychester Ave.,Bronx,Bronx,New York,10466,-73.8469,40.900555
The Market at Inman Farms,1169 Black Hwy (SC Rt #5),York,York,South Carolina,29745,-81.2585019,35.0051247
The Market at Missing Mill,Missing Mill Park on W. Grubb Street,Hertford,Perquimans,North Carolina,27944,-76.470444,36.190191
